id,Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,lnUsedPrice,Review Score,RatingE,RatingT,RatingM,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,2K
411,Nintendo DS,Alex Rider: Stormbreaker,0.05,2006,THQ Inc.,"Action, Adventure",0,0,12.95,2.561095788,48,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
412,Nintendo DS,Cartoon Network Racing,0.05,2006,The Game Factory ApS,Racing / Driving,0,0,14.95,2.7047113,55,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413,Nintendo DS,Guilty Gear: Dust Strikers,0.05,2006,Majesco Entertainment Company,Action,1,0,14.95,2.7047113,60,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
414,Nintendo DS,Gunpey DS,0.05,2006,Namco Bandai Games America Inc.,Strategy,0,0,12.95,2.561095788,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,Nintendo DS,March of the Penguins,0.05,2006,"Destination Software, Inc., ZOO Digital Publishing Ltd","Action, Educational, Strategy",0,0,7.95,2.073171929,34,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
416,Nintendo DS,Lara Croft Tomb Raider: Legend,0.05,2006,"Eidos, Inc., Eidos Interactive Ltd.","Action, Racing / Driving",1,0,17.95,2.887590115,58,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
417,Nintendo DS,Worms: Open Warfare,0.05,2006,THQ Inc.,"Action, Strategy",1,0,17.95,2.887590115,64,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
418,Sony PSP,Mercury Meltdown,0.05,2006,"Ignition Entertainment Ltd., Ignition Entertainment Ltd. USA, SCEI",Strategy,0,0,12.95,2.561095788,78,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
419,Sony PSP,MTX Mototrax,0.05,2006,"Activision Publishing, Inc.","Racing / Driving, Sports",0,0,19.95,2.993229143,67,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
420,Sony PSP,Snoopy vs. the Red Baron,0.05,2006,Namco Bandai Games America Inc.,Action,0,0,17.95,2.887590115,76,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
421,Sony PSP,Super Monkey Ball Adventure,0.05,2006,SEGA Europe Ltd.,"Action, Racing / Driving",1,0,24.95,3.216873822,56,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
422,Sony PSP,Ys VI: The Ark of Napishtim,0.05,2006,Konami Corporation,"Action, Role-Playing (RPG)",1,0,16.95,2.830267834,64,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
423,Nintendo Wii,World Series of Poker: Tournament of Champions,0.05,2006,"Activision Value Publishing, Inc.",Sports,0,0,24.95,3.216873822,46,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,Nintendo DS,Bomberman Land Touch!,0.04,2006,"Atlus U.S.A., Inc., Hudson Soft Company, Ltd., Rising Star Games Ltd.",Action,1,0,24.95,3.216873822,78,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425,Nintendo DS,Lionel Trains on Track,0.04,2006,"Destination Software, Inc., ZOO Digital Publishing Ltd","Simulation, Strategy",0,0,13.95,2.635479508,47,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
426,Nintendo DS,Point Blank DS,0.04,2006,"Atari Europe S.A.S.U., Namco Bandai Games America Inc.",Action,0,1,17.95,2.887590115,66,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,Nintendo DS,Scurge: Hive,0.04,2006,"SouthPeak Interactive, LLC",Action,0,0,8.95,2.191653532,70,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428,Nintendo DS,Star Trek: Tactical Assault,0.04,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Strategy",0,0,17.95,2.887590115,63,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
429,Nintendo DS,Tao's Adventure: Curse of the Demon Seal,0.04,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Role-Playing (RPG),0,0,14.95,2.7047113,50,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,Sony PSP,Ford Bold Moves Street Racing,0.04,2006,"Eidos, Inc., Xplosiv",Racing / Driving,1,0,17.95,2.887590115,52,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
431,Sony PSP,Gitaroo Man Lives!,0.04,2006,"KOEI Co., Ltd., KOEI Corporation",Simulation,1,0,22.95,3.133317937,80,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
432,Sony PSP,Gradius Collection,0.04,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,0,1,17.95,2.887590115,76,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
433,Sony PSP,The Legend of Heroes II: Prophecy of the Moonli...,0.04,2006,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,17.95,2.887590115,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
434,Sony PSP,Pac-Man World Rally,0.04,2006,Namco Bandai Games America Inc.,"Action, Racing / Driving",0,0,17.95,2.887590115,51,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
435,X360,Bomberman: Act Zero,0.04,2006,"Hudson Soft Company, Ltd., Konami Corporation, Konami Digital Entertainment GmbH",Action,1,0,12.95,2.561095788,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
436,Sony PSP,Taito Legends: Power-Up,0.03,2006,Xplosiv,Action,0,1,16.95,2.830267834,61,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
437,Nintendo Wii,Wing Island,0.03,2006,"Hudson Soft Company, Ltd., Konami Digital Entertainment, Inc.",Simulation,0,0,19.95,2.993229143,47,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,X360,Earth Defense Force 2017,0.03,2006,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,17.95,2.887590115,69,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
439,X360,WarTech: Senko no Ronde,0.03,2006,"G.rev Ltd., Ubisoft, Inc.",Action,0,0,12.95,2.561095788,60,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
440,Nintendo DS,MechAssault: Phantom War,0.03,2006,Majesco Entertainment Company,Action,1,0,12.95,2.561095788,66,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441,Sony PSP,Astonishia Story,0.03,2006,Ubisoft Entertainment SA,"Role-Playing (RPG), Strategy",0,0,16.95,2.830267834,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
442,Sony PSP,B-Boy,0.03,2006,Sony Computer Entertainment Europe Ltd.,Action,0,0,17.95,2.887590115,50,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
443,Sony PSP,BattleZone,0.03,2006,"Atari Europe S.A.S.U., Atari, Inc.",Action,0,0,14.95,2.7047113,57,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
444,Sony PSP,Bounty Hounds,0.03,2006,"Namco Bandai Games America Inc., Namco Bandai Games Inc.","Action, Strategy",0,0,17.95,2.887590115,63,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
445,Sony PSP,Bubble Bobble Evolution,0.03,2006,"Codemasters, Rising Star Games Ltd.",Action,0,1,12.95,2.561095788,47,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
446,Sony PSP,MotoGP,0.03,2006,Sony Computer Entertainment Europe Ltd.,"Racing / Driving, Sports",0,0,32.95,3.494991261,69,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
447,Sony PSP,OutRun 2006: Coast 2 Coast,0.03,2006,"SEGA Europe Ltd., SEGA of America, Inc.",Racing / Driving,1,0,17.95,2.887590115,82,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
448,Sony PSP,Stacked with Daniel Negreanu,0.03,2006,"Myelin Media, LLC",Strategy,0,0,16.95,2.830267834,63,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
449,Sony PSP,Street Supremacy,0.03,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Racing / Driving,0,0,7.95,2.073171929,41,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
450,Sony PSP,Warhammer: Battle for Atluma,0.03,2006,Namco Bandai Games America Inc.,Strategy,0,0,17.95,2.887590115,55,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
451,Sony PSP,Online Chess Kingdoms,0.02,2006,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Strategy,0,0,12.95,2.561095788,60,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
452,Nintendo DS,Freedom Wings,0.02,2006,"Natsume, Inc.","Action, Simulation",0,0,14.95,2.7047113,46,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
453,Nintendo DS,Konductra,0.02,2006,O~3 Entertainment,Strategy,0,0,19.95,2.993229143,60,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454,Nintendo DS,SBK: Snowboard Kids,0.02,2006,"Atlus U.S.A., Inc.","Action, Sports",0,0,19.95,2.993229143,63,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
455,Nintendo DS,Tenchu: Dark Secret,0.02,2006,"FromSoftware, Inc., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,14.95,2.7047113,37,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,Sony PSP,Dungeon Maker: Hunting Ground,0.02,2006,"Taito Corporation, XSEED Games","Action, Role-Playing (RPG)",0,0,14.95,2.7047113,70,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
457,Sony PSP,Metal Gear Solid: Digital Graphic Novel,0.02,2006,"Konami Digital Entertainment, Inc.",Adventure,0,0,17.95,2.887590115,78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
458,Sony PSP,Payout Poker & Casino,0.02,2006,Namco Bandai Games America Inc.,Sports,0,0,17.95,2.887590115,54,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
459,Sony PSP,Rengoku 2: Stairway to H.E.A.V.E.N.,0.02,2006,"Konami Digital Entertainment, Inc.",Action,1,0,9.95,2.297572551,51,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
460,Sony PSP,Star Trek: Tactical Assault,0.02,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA","Action, Strategy",0,0,17.95,2.887590115,64,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
461,Sony PSP,Micro Machines V4,0.01,2006,"Codemasters GmbH, Codemasters Software Company Limited, The","Action, Racing / Driving",1,0,17.95,2.887590115,61,1,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
462,Sony PSP,Platypus,0.01,2006,"MumboJumbo, LLC",Action,0,0,14.95,2.7047113,59,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
463,Nintendo DS,Custom Robo Arena,0.01,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,74,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
464,Nintendo DS,Monster Bomber,0.01,2006,Majesco Entertainment Company,"Action, Strategy",0,0,13.95,2.635479508,55,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465,Sony PSP,Gurumin: A Monstrous Adventure,0.01,2006,"Mastiff, LLC, Nihon Falcom Corp.",Action,0,0,13.95,2.635479508,78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
466,Sony PSP,Pocket Racers,0.01,2006,Konami Digital Entertainment GmbH,"Action, Racing / Driving",0,0,12.95,2.561095788,39,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
467,Sony PSP,Spider-Man 3,0.01,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,6.95,1.93874166,58,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
468,Nintendo Wii,Wii Fit,9.6,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Educational, Sports",0,0,24.95,3.216873822,80,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
469,X360,Halo 3,8.03,2007,Microsoft Games Studios,Action,1,0,24.95,3.216873822,94,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
470,X360,Call of Duty 4: Modern Warfare,5.77,2007,"Activision Publishing, Inc.",Action,1,0,29.95,3.399529325,94,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
471,Nintendo Wii,Super Mario Galaxy,4.94,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,39.95,3.687628672,97,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,Nintendo DS,Mario Party DS,4.34,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Strategy",1,0,27.95,3.3304172,72,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
473,Nintendo Wii,Mario Party 8,3.84,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Strategy",1,0,39.95,3.687628672,62,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
474,X360,Guitar Hero III: Legends of Rock,3.28,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,12.95,2.561095788,85,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
475,Nintendo Wii,Link's Crossbow Training,3.2,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Action,0,0,14.95,2.7047113,68,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476,Nintendo Wii,Guitar Hero III: Legends of Rock,3.19,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,49.95,3.911022505,86,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
477,X360,Assassin's Creed,3.17,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,16.95,2.830267834,81,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
478,Nintendo Wii,LEGO Star Wars: The Complete Saga,3.03,2007,LucasArts,Action,1,0,17.95,2.887590115,80,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
479,PlayStation 3,Call of Duty 4: Modern Warfare,2.91,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,1,0,24.95,3.216873822,94,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
480,Nintendo Wii,Mario & Sonic at the Olympic Games,2.74,2007,"Nintendo Co., Ltd., SEGA Europe Ltd., SEGA of America, Inc.","Action, Sports",0,0,29.95,3.399529325,67,1,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
481,Nintendo DS,LEGO Star Wars: The Complete Saga,2.66,2007,"ak tronic Software & Services GmbH, LucasArts","Action, Racing / Driving",1,0,17.95,2.887590115,80,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
482,X360,Forza Motorsport 2,2.48,2007,Microsoft Games Studios,Racing / Driving,1,0,12.95,2.561095788,90,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
483,X360,Madden NFL 08,2.32,2007,"Electronic Arts, Inc.",Sports,1,0,9.95,2.297572551,85,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
484,X360,Guitar Hero II,2.04,2007,"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.","Action, Simulation",1,0,17.95,2.887590115,92,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
485,X360,Rock Band,2.02,2007,MTV Games,"Action, Simulation",0,0,14.95,2.7047113,92,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
486,Nintendo DS,The Legend of Zelda: Phantom Hourglass,1.92,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,24.95,3.216873822,90,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,Nintendo DS,Pok�mon Mystery Dungeon: Explorers of Darkness,1.91,2007,"Nintendo of America Inc., Pok�mon Company, The",Role-Playing (RPG),1,0,15.95,2.769458829,59,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,Nintendo DS,Pok�mon Mystery Dungeon: Explorers of Time,1.91,2007,"Nintendo of America Inc., Pok�mon Company, The",Role-Playing (RPG),1,0,24.95,3.216873822,59,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,PlayStation 3,Assassin's Creed,1.77,2007,"Ubisoft, Inc.",Action,0,0,17.95,2.887590115,81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
490,PlayStation 3,Uncharted: Drake's Fortune,1.76,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,0,0,24.95,3.216873822,88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
491,X360,Mass Effect,1.57,2007,Microsoft Games Studios,"Action, Role-Playing (RPG)",0,0,17.95,2.887590115,91,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
492,Nintendo DS,Cooking Mama 2: Dinner with Friends,1.56,2007,"505 GameStreet, 505 Games S.R.L., Majesco Entertainment Company",Simulation,1,0,17.95,2.887590115,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,X360,BioShock,1.52,2007,"2K Games, Spike Co., Ltd.",Action,0,0,16.95,2.830267834,96,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
494,Nintendo Wii,Super Paper Mario,1.5,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,29.95,3.399529325,85,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
495,Nintendo Wii,Game Party,1.49,2007,"Midway Home Entertainment, Inc.",Action,0,0,14.95,2.7047113,25,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,Sony PSP,Ratchet & Clank: Size Matters,1.47,2007,"SCEA, SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,1,0,14.95,2.7047113,85,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
497,Nintendo Wii,Dance Dance Revolution Hottest Party,1.45,2007,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,17.95,2.887590115,73,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,PlayStation 3,Guitar Hero III: Legends of Rock,1.43,2007,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,32.95,3.494991261,83,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
