id,Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,lnUsedPrice,Review Score,RatingE,RatingT,RatingM,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,2K
1248,PlayStation 3,Wall-E,0.09,2008,THQ Inc.,Action,0,0,17.95,2.887590115,51,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1249,Nintendo Wii,Ninja Reflex,0.09,2008,"Electronic Arts, Inc., Nunchuck Games, Inc.",Action,0,0,14.95,2.7047113,49,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1250,X360,Conflict: Denied Ops,0.09,2008,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,12.95,2.561095788,52,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1251,X360,Top Spin 3,0.09,2008,2K Sports,Sports,1,0,19.95,2.993229143,78,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1252,PlayStation 3,Blitz: The League II,0.09,2008,"Midway Games, Inc.","Action, Sports",1,0,14.95,2.7047113,62,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1253,PlayStation 3,Hellboy: The Science of Evil,0.09,2008,Konami Digital Entertainment GmbH,"Action, Adventure",1,0,16.95,2.830267834,47,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1254,Nintendo Wii,Castlevania Judgment,0.09,2008,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,0,0,17.95,2.887590115,49,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1255,Nintendo Wii,Death Jr. II: Root of Evil,0.09,2008,"Eidos, Inc., Eidos Interactive Ltd.",Action,1,0,17.95,2.887590115,71,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1256,X360,Raiden IV,0.09,2008,"Moss Ltd, UFO Interactive Games, Inc.",Action,1,0,32.95,3.494991261,63,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1257,Nintendo DS,Metal Slug 7,0.09,2008,Ignition Entertainment Ltd. USA,Action,1,0,17.95,2.887590115,70,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1258,Nintendo DS,Spider-Man: Web of Shadows,0.09,2008,"Activision Publishing, Inc.",Action,0,0,15.95,2.769458829,77,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1259,Nintendo DS,Tecmo Bowl Kickoff,0.09,2008,"Tecmo, Inc.","Action, Sports",0,0,15.95,2.769458829,66,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1260,Nintendo DS,Trauma Center: Under The Knife 2,0.09,2008,"Atlus U.S.A., Inc.","Action, Simulation",1,0,19.95,2.993229143,79,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1261,PlayStation 3,Alone in the Dark: Inferno,0.09,2008,"Atari Europe S.A.S.U., Atari, Inc.","Action, Adventure, Racing / Driving",1,0,16.95,2.830267834,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
1262,PlayStation 3,Fracture,0.09,2008,LucasArts,Action,0,0,14.95,2.7047113,62,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1263,Nintendo Wii,Alone in the Dark,0.09,2008,Atari Europe S.A.S.U.,"Action, Adventure, Racing / Driving",0,1,14.95,2.7047113,39,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1264,Nintendo Wii,Final Fantasy Fables: Chocobo's Dungeon,0.09,2008,"Square Enix, Inc., Square Enix, Ltd.","Action, Role-Playing (RPG)",1,0,17.95,2.887590115,76,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1265,Nintendo Wii,The King of Fighters Collection: The Orochi Saga,0.09,2008,SNK Playmore USA Corp.,Action,1,1,17.95,2.887590115,70,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1266,Nintendo Wii,Klonoa: Door to Phantomile,0.09,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",Action,1,0,17.95,2.887590115,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1267,Nintendo Wii,Samurai Warriors: Katana,0.09,2008,"KOEI Corporation, KOEI Ltd.",Action,1,0,17.95,2.887590115,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1268,Nintendo Wii,Battle of the Bands,0.08,2008,THQ Inc.,"Action, Simulation",0,0,14.95,2.7047113,58,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1269,X360,Hellboy: The Science of Evil,0.08,2008,Konami Digital Entertainment GmbH,"Action, Adventure",1,0,14.95,2.7047113,44,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1270,Nintendo DS,Dragon Ball: Origins,0.08,2008,"Atari, Inc.","Action, Adventure",1,0,15.95,2.769458829,78,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1271,Nintendo DS,Ninja Reflex,0.08,2008,"Electronic Arts, Inc.",Action,0,0,12.95,2.561095788,54,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1272,Nintendo DS,Space Bust-A-Move,0.08,2008,"Square Enix, Inc., Taito Corporation",Strategy,1,0,17.95,2.887590115,71,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1273,PlayStation 3,Top Spin 3,0.08,2008,2K Sports,Sports,1,0,24.95,3.216873822,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1274,PlayStation 3,UEFA Euro 2008,0.07,2008,"Electronic Arts, Inc.",Sports,1,0,17.95,2.887590115,79,1,0,0,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1275,Nintendo Wii,"Blast Works: Build, Trade, Destroy",0.07,2008,Majesco Entertainment Company,Action,0,0,14.95,2.7047113,78,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1276,X360,FIFA Street 3,0.07,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,63,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1277,X360,Blitz: The League II,0.07,2008,"Midway Games, Inc.","Action, Sports",1,0,12.95,2.561095788,68,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1278,X360,Space Chimps,0.07,2008,"Brash Entertainment, LLC.","Action, Adventure",0,0,14.95,2.7047113,57,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1279,X360,The Spiderwick Chronicles,0.07,2008,"Sierra Entertainment, Inc.","Action, Adventure",0,0,14.95,2.7047113,59,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1280,Nintendo DS,Brain Voyage,0.07,2008,"Eidos, Inc.",Action,0,0,17.95,2.887590115,52,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1281,Nintendo DS,Etrian Odyssey II: Heroes of Lagaard,0.07,2008,"Atlus Co., Ltd., Atlus U.S.A., Inc.",Role-Playing (RPG),1,0,24.95,3.216873822,82,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1282,Nintendo DS,Exit DS,0.07,2008,"Square Enix Co., Ltd., Taito Corporation","Action, Strategy",0,0,14.95,2.7047113,64,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1283,Nintendo DS,Line Rider 2: Unbound,0.07,2008,Genius Products Inc.,"Simulation, Sports",1,0,8.95,2.191653532,59,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1284,Sony PSP,The King of Fighters Collection: The Orochi Saga,0.07,2008,SNK Playmore USA Corp.,Action,1,1,17.95,2.887590115,61,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1285,Nintendo Wii,Target: Terror,0.07,2008,"Konami Digital Entertainment, Inc.",Action,0,0,17.95,2.887590115,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1286,Nintendo Wii,Wild Earth: African Safari,0.07,2008,Majesco Entertainment Company,"Adventure, Educational, Simulation",0,0,16.95,2.830267834,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1287,X360,Legendary,0.07,2008,"Atari, Inc., Gamecock Media Group",Action,0,0,17.95,2.887590115,47,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1288,X360,Universe at War: Earth Assault,0.07,2008,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.","Action, Strategy",0,0,14.95,2.7047113,66,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1289,X360,Smash Court Tennis 3,0.06,2008,"Atari, Inc.","Simulation, Sports",1,0,14.95,2.7047113,55,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1290,Nintendo DS,Code Lyoko: Fall of X.A.N.A,0.06,2008,The Game Factory ApS,"Action, Role-Playing (RPG)",1,0,14.95,2.7047113,51,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1291,Nintendo DS,Knights in the Nightmare,0.06,2008,"Atlus U.S.A., Inc., Sting, Inc.","Role-Playing (RPG), Strategy",0,0,29.95,3.399529325,76,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1292,Nintendo DS,Lock's Quest,0.06,2008,THQ Inc.,"Action, Adventure, Strategy",0,0,14.95,2.7047113,80,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1293,Nintendo DS,Master of the Monster Lair,0.06,2008,"Atlus U.S.A., Inc.",Role-Playing (RPG),0,0,14.95,2.7047113,63,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1294,Nintendo DS,N+,0.06,2008,"Atari, Inc.",Action,0,0,14.95,2.7047113,82,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1295,Nintendo DS,Pipe Mania,0.06,2008,Empire Interactive Europe Ltd.,Strategy,0,0,14.95,2.7047113,71,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1296,Nintendo DS,Pop Cutie! Street Fashion Simulation,0.06,2008,KOEI Corporation,Simulation,0,0,22.95,3.133317937,72,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1297,Nintendo DS,Red Bull BC One,0.06,2008,Playlogic International N.V.,Action,0,0,7.95,2.073171929,48,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1298,Nintendo DS,The Spiderwick Chronicles,0.06,2008,"Sierra Entertainment, Inc.",Role-Playing (RPG),0,0,12.95,2.561095788,60,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1299,Nintendo DS,Summon Night: Twin Age,0.06,2008,"Atlus U.S.A., Inc.",Role-Playing (RPG),0,0,24.95,3.216873822,73,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1300,Sony PSP,Wild Arms XF,0.06,2008,"505 Games S.R.L., XSEED Games",Role-Playing (RPG),0,0,17.95,2.887590115,64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1301,PlayStation 3,FIFA Street 3,0.06,2008,"Electronic Arts, Inc.",Sports,1,0,17.95,2.887590115,63,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1302,PlayStation 3,MotoGP 08,0.06,2008,CE Europe Ltd.,"Racing / Driving, Simulation, Sports",1,0,17.95,2.887590115,65,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1303,Nintendo Wii,Harvey Birdman: Attorney at Law,0.06,2008,"Capcom Entertainment, Inc.",Adventure,0,0,14.95,2.7047113,60,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,Nintendo Wii,Let's Tap,0.06,2008,SEGA Corporation,Simulation,0,0,17.95,2.887590115,70,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1305,Nintendo Wii,NHL 2K9,0.06,2008,"2K Games, ak tronic Software & Services GmbH",Sports,1,0,14.95,2.7047113,65,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1306,X360,Warhammer: Mark of Chaos - Battle March,0.06,2008,"Deep Silver, Namco Bandai Games America Inc.",Strategy,0,0,19.95,2.993229143,55,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1307,PlayStation 3,Conflict: Denied Ops,0.05,2008,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,17.95,2.887590115,51,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1308,Nintendo Wii,Worms: A Space Oddity,0.05,2008,THQ Inc.,"Action, Strategy",1,0,17.95,2.887590115,64,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1309,X360,UEFA Euro 2008,0.05,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,2.7047113,80,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1310,PlayStation 3,Overlord: Raising Hell,0.05,2008,"Codemasters Software Company Limited, The","Action, Strategy",1,0,17.95,2.887590115,72,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1311,Nintendo Wii,Ford Racing Off Road,0.05,2008,Xplosiv,Racing / Driving,1,0,16.95,2.830267834,37,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1312,Nintendo Wii,SNK Arcade Classics Vol. 1,0.05,2008,"Ignition Entertainment Ltd., SNK Playmore USA Corp.","Action, Sports",0,1,17.95,2.887590115,73,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1313,X360,Battle Fantasia,0.05,2008,"Aksys Games, Arc System Works Co., Ltd.","Action, Role-Playing (RPG)",0,0,22.95,3.133317937,71,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1314,Nintendo DS,Bangai-O Spirits,0.05,2008,"D3Publisher of America, Inc., D3Publisher of Europe Ltd., Entertainment Software Publishing Inc.",Action,0,0,14.95,2.7047113,83,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1315,Nintendo DS,Dungeon Explorer: Warriors of Ancient Arts,0.05,2008,"Hudson Entertainment, Inc., Rising Star Games Ltd.","Action, Role-Playing (RPG)",0,0,17.95,2.887590115,60,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1316,Nintendo DS,From the Abyss,0.05,2008,"Aksys Games, Nobilis France, Sonic Powered Co., Ltd.","Action, Role-Playing (RPG)",0,0,19.95,2.993229143,60,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1317,Nintendo DS,Garfield's Fun Fest,0.05,2008,"Destination Software, Inc.",Action,0,0,12.95,2.561095788,44,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1318,Nintendo DS,New International Track & Field,0.05,2008,"Konami Digital Entertainment, Inc.","Action, Sports",0,1,14.95,2.7047113,73,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1319,Nintendo DS,Soul Bubbles,0.05,2008,"Eidos Interactive Ltd., Interchannel, Ltd.",Strategy,0,0,14.95,2.7047113,78,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1320,Nintendo DS,Tropix!,0.05,2008,RealArcade,Action,0,0,23.95,3.175968324,59,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1321,Nintendo DS,Unsolved Crimes,0.05,2008,"Empire Interactive Entertainment, Empire Interactive Europe Ltd.","Action, Adventure, Racing / Driving",0,0,17.95,2.887590115,66,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1322,Nintendo DS,Zubo,0.05,2008,"Electronic Arts, Inc.","Adventure, Role-Playing (RPG), Strategy",0,0,14.95,2.7047113,75,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1323,Sony PSP,Ford Racing Off Road,0.05,2008,Xplosiv,Racing / Driving,1,0,12.95,2.561095788,47,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1324,Sony PSP,Harvey Birdman: Attorney at Law,0.05,2008,"Capcom Entertainment, Inc.",Adventure,0,0,14.95,2.7047113,62,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1325,Sony PSP,Secret Agent Clank,0.05,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Action,1,0,23.95,3.175968324,72,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1326,Sony PSP,Space Invaders Extreme,0.05,2008,"Square Enix, Inc., Square Enix, Ltd.",Action,0,1,16.95,2.830267834,84,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1327,PlayStation 3,Armored Core: For Answer,0.05,2008,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,29.95,3.399529325,62,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1328,PlayStation 3,Legendary,0.05,2008,"Atari, Inc., Gamecock Media Group",Action,0,0,19.95,2.993229143,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1329,Nintendo Wii,Agatha Christie: Evil Under the Sun,0.05,2008,The Adventure Company,Adventure,1,0,17.95,2.887590115,46,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1330,Nintendo Wii,Agatha Christie: And Then There Were None,0.05,2008,The Adventure Company,Adventure,0,0,17.95,2.887590115,50,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1331,X360,Armored Core: For Answer,0.05,2008,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,24.95,3.216873822,64,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1332,Nintendo DS,Cradle of Rome,0.04,2008,Rising Star Games Ltd.,Strategy,0,0,17.95,2.887590115,63,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1333,Nintendo DS,The Dark Spire,0.04,2008,"Atlus U.S.A., Inc., Success Corp.","Adventure, Role-Playing (RPG)",0,0,24.95,3.216873822,69,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1334,Nintendo DS,"Flower, Sun and Rain",0.04,2008,"Marvelous Entertainment Inc., Rising Star Games Ltd.",Adventure,0,0,23.95,3.175968324,54,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1335,Nintendo DS,Insecticide,0.04,2008,Gamecock Media Group,"Action, Adventure",0,0,12.95,2.561095788,55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1336,Nintendo DS,Izuna 2: The Unemployed Ninja Returns,0.04,2008,"Atlus U.S.A., Inc.",Role-Playing (RPG),1,0,17.95,2.887590115,65,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1337,Nintendo DS,Looney Tunes: Cartoon Conductor,0.04,2008,"Eidos, Inc.",Action,0,0,13.95,2.635479508,67,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1338,Nintendo DS,Nanostray 2,0.04,2008,"Codemasters Software Company Limited, The, Majesco Entertainment Company",Action,1,0,12.95,2.561095788,75,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1339,Sony PSP,Hellboy: The Science of Evil,0.04,2008,"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,14.95,2.7047113,42,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1340,Sony PSP,Pipe Mania,0.04,2008,Empire Interactive Europe Ltd.,Strategy,0,0,12.95,2.561095788,74,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1341,Sony PSP,UEFA Euro 2008,0.04,2008,"Electronic Arts, Inc.",Sports,1,0,19.95,2.993229143,68,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1342,PlayStation 3,Vampire Rain,0.04,2008,Ignition Entertainment Ltd. USA,Action,0,0,24.95,3.216873822,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1343,Nintendo Wii,Baroque,0.04,2008,"Atlus U.S.A., Inc.","Action, Role-Playing (RPG)",0,0,19.95,2.993229143,50,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1344,Nintendo Wii,Mortimer Beckett and the Secrets of the Spooky Manor,0.04,2008,RealArcade,Strategy,0,0,22.95,3.133317937,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1345,X360,Supreme Commander,0.04,2008,"505 Games S.R.L., Aspyr Media, Inc.",Strategy,0,0,17.95,2.887590115,56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1346,X360,Hail to the Chimp,0.03,2008,Gamecock Media Group,"Action, Strategy",0,0,16.95,2.830267834,52,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1347,Nintendo DS,Assassin's Creed: Alta�r's Chronicles,0.03,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,1,0,11.95,2.480731278,58,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1348,Nintendo DS,Igor: The Game,0.03,2008,"SouthPeak Interactive, LLC",Action,0,0,14.95,2.7047113,43,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1349,Nintendo DS,The Legend of Kage 2,0.03,2008,"Square Enix, Inc., Square Enix, Ltd.",Action,1,0,14.95,2.7047113,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1350,Nintendo DS,Rhapsody: A Musical Adventure,0.03,2008,"NIS America, Inc., NIS Europe, Inc.",Role-Playing (RPG),0,0,12.95,2.561095788,67,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1351,Nintendo DS,Secret Files: Tunguska,0.03,2008,Deep Silver,Adventure,0,0,17.95,2.887590115,71,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1352,Nintendo DS,Toy Shop,0.03,2008,Majesco Entertainment Company,Simulation,0,0,12.95,2.561095788,31,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1353,Sony PSP,Downstream Panic!,0.03,2008,"Atari Europe S.A.S.U., Atari, Inc.",Strategy,0,0,14.95,2.7047113,77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1354,Sony PSP,Fading Shadows,0.03,2008,"Agetec, Inc., Ivolgamus UAB","Action, Adventure",0,0,17.95,2.887590115,62,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1355,PlayStation 3,Hail to the Chimp,0.03,2008,Gamecock Media Group,"Action, Strategy",0,0,15.95,2.769458829,51,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1356,Nintendo Wii,Emergency Mayhem,0.02,2008,Codemasters,"Action, Racing / Driving",0,0,8.95,2.191653532,40,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1357,Nintendo Wii,Secret Files: Tunguska,0.02,2008,Deep Silver,Adventure,0,0,17.95,2.887590115,64,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
